filename,algo2_topics,algo3_topics,algo2_avg_duration,algo3_avg_duration,algo2_avg_sentences,algo3_avg_sentences,duration
audio_002_16k_mono_clean_norm_trim_chunk_033_cleaned.json,1,1,24.98,24.98,5.0,5.0,0
audio_002_16k_mono_clean_norm_trim_chunk_034_cleaned.json,1,1,24.88,24.88,3.0,3.0,0
audio_002_16k_mono_clean_norm_trim_chunk_035_cleaned.json,1,1,24.88,24.88,5.0,5.0,0
audio_002_16k_mono_clean_norm_trim_chunk_036_cleaned.json,1,1,24.9,24.9,2.0,2.0,0
audio_002_16k_mono_clean_norm_trim_chunk_037_cleaned.json,1,1,24.86,24.86,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_038_cleaned.json,1,1,24.98,24.98,6.0,6.0,0
audio_002_16k_mono_clean_norm_trim_chunk_039_cleaned.json,1,2,24.98,12.09,5.0,2.5,0
audio_002_16k_mono_clean_norm_trim_chunk_040_cleaned.json,1,1,24.48,24.48,6.0,6.0,0
audio_002_16k_mono_clean_norm_trim_chunk_041_cleaned.json,1,1,24.9,24.9,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_042_cleaned.json,1,1,24.98,24.98,3.0,3.0,0
audio_002_16k_mono_clean_norm_trim_chunk_043_cleaned.json,1,1,24.78,24.78,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_044_cleaned.json,1,1,24.82,24.82,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_045_cleaned.json,1,1,24.98,24.98,2.0,2.0,0
audio_002_16k_mono_clean_norm_trim_chunk_046_cleaned.json,1,1,23.06,23.06,4.0,4.0,0
audio_002_16k_mono_clean_norm_trim_chunk_047_cleaned.json,1,1,24.98,24.98,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_048_cleaned.json,1,1,24.74,24.74,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_049_cleaned.json,1,1,24.98,24.98,4.0,4.0,0
audio_002_16k_mono_clean_norm_trim_chunk_050_cleaned.json,1,1,24.98,24.98,4.0,4.0,0
audio_002_16k_mono_clean_norm_trim_chunk_051_cleaned.json,1,1,24.36,24.36,3.0,3.0,0
audio_002_16k_mono_clean_norm_trim_chunk_052_cleaned.json,1,1,24.26,24.26,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_053_cleaned.json,1,1,24.98,24.98,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_054_cleaned.json,1,1,24.92,24.92,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_055_cleaned.json,1,1,24.92,24.92,1.0,1.0,0
audio_002_16k_mono_clean_norm_trim_chunk_056_cleaned.json,1,1,24.98,24.98,2.0,2.0,0
audio_002_16k_mono_clean_norm_trim_chunk_057_cleaned.json,1,1,24.92,24.92,4.0,4.0,0
