audio_id,baseline_segments,embedding_segments,baseline_avg_words,embedding_avg_words,baseline_std_words,embedding_std_words
Y3VBCWIDEzk,30,211,838.8666666666667,119.27014218009478,1055.0626753368203,114.33511901539327
l-NJrvyRo0c,13,57,460.2307692307692,104.96491228070175,559.261209625445,114.91873023282862
nre0QT9LN6w,51,199,416.70588235294116,106.79396984924622,568.8471414690899,126.55327503041443
qLDp-aYnR1Y,56,251,489.875,109.29482071713147,543.231306380756,143.64251475412206
plcc6E-E1uU,67,253,383.65671641791045,101.60079051383399,449.650064676794,120.68190114593497
jdIyNMkusLE,60,245,532.4166666666666,130.3877551020408,584.2192023452233,144.42389653682247
EE1R8FYUJm0,36,186,545.2222222222222,105.52688172043011,692.7523652115327,122.08119908424159
Ww6pfsWmkdY,20,82,478.6,116.73170731707317,584.5469527762505,165.6425072683888
o0Bi-q89j5Y,40,247,622.45,100.80161943319838,835.967671324675,101.42980419760097
kSbMU5CbFM0,45,222,602.8222222222222,122.19369369369369,556.1884688120621,138.48622839736083
Nb2tebYAaOA,34,152,438.61764705882354,98.11184210526316,481.67721768994073,111.2309445148214
xAfdSak2fs8,53,154,395.64150943396226,136.16233766233765,439.9593503666902,153.76299314876712
Er7Dy8rvqOc,22,84,459.1363636363636,120.25,551.8774810881772,175.29110991229908
DxREm3s1scA,54,236,403.4074074074074,92.30508474576271,521.9412666872166,129.35023461317857
3pvpNKUPbIY,45,205,652.9111111111112,143.3219512195122,693.045062579218,156.90339969298668
FUS6ceIvUnI,50,244,568.4,116.47540983606558,464.3506003011087,146.4593443903743
bIrEM2FbOLU,29,120,560.7931034482758,135.525,890.1466124614393,200.9279706138496
_AGPbvCDBCk,70,248,413.6714285714286,116.76209677419355,521.2739537881777,120.54300804755091
WgLo4gmEraU,24,80,403.625,121.0875,419.4735602017526,136.48811246313724
kD5yc1LQrpQ,21,125,432.6190476190476,72.68,407.02058871411924,68.69440734150051
IHg6ixt3CKc,64,274,511.3125,119.43065693430657,569.1612764355548,139.87417680731724
CDiqA4SJNpA,54,226,508.537037037037,121.50884955752213,574.1128006650933,139.76887499461586
KsZI5oXBC0k,28,114,441.39285714285717,108.41228070175438,664.2522831449398,113.3674983129899
aGBLRlLe7X8,38,174,538.3947368421053,117.58045977011494,584.2847422039181,140.42403709084874
anXep8kBOCg,26,88,411.84615384615387,121.68181818181819,369.98936495190617,141.0618453547097
uPUEq8d73JI,28,137,623.25,127.37956204379562,737.2024641943933,151.42207320540422
UwwBG-MbniY,20,121,536.9,88.74380165289256,592.8700447821597,112.3638959195016
1XGiTDWfdpM,72,391,482.1388888888889,88.78260869565217,625.3731176389277,110.94920062595052
M95m2EFb7IQ,28,123,502.5357142857143,114.39837398373983,572.7456105801034,142.7573266291407
TPXTmVdlyoc,55,240,526.1272727272727,120.57083333333334,608.319355558499,147.92704840327735
EwueqdgIvq4,50,252,566.36,112.37301587301587,511.5924456048975,148.75255015164882
DbXjoXnIxQo,38,225,758.3684210526316,128.08,1047.9477794606248,153.14458759979445
NwzuibY5kUs,32,92,397.21875,138.16304347826087,472.69022191963893,145.8334575118744
p3lsYlod5OU,80,273,406.8375,119.21978021978022,520.3391788956027,146.46054630307412
1YbcB6b4A2U,42,229,562.4047619047619,103.14847161572052,848.7729254782714,127.13031776162046
yCd3CzGSte8,23,127,568.3478260869565,102.92913385826772,636.0425613798014,122.4572032651949
NERNE4UThHU,27,113,442.18518518518516,105.65486725663717,305.31853882607857,111.73354602879218
ygAqYC8JOQI,37,188,483.43243243243245,95.1436170212766,525.6392011246385,105.21257919545414
bgNzUxyS-kQ,4,81,4993.75,246.60493827160494,5540.872015080297,822.409673512371
HrehEWYj16s,76,344,487.55263157894734,107.71511627906976,505.70511988959385,123.61841232001551
2tUiLxtrLxk,36,203,666.6944444444445,118.23152709359606,945.3637400917421,136.1452085964701
brslF-Cy3HU,36,234,661.6111111111111,101.78632478632478,719.8864986841011,120.0392620286094
y3Umo_jd5AA,56,279,630.0178571428571,126.45519713261649,707.5319399926012,127.5631151670655
kxi-_TT_-Nc,28,127,603.1785714285714,132.98425196850394,662.0419739375307,162.97002208521727
aB8zcAttP1E,92,403,527.1304347826087,120.33746898263027,575.3301361787536,129.99099132957087
Kedt2or9xlo,35,146,510.1142857142857,122.28767123287672,534.5999183062612,141.05847222952448
_L3gNaAVjQ4,63,209,500.14285714285717,150.76076555023923,594.0400782038798,184.03559618077935
TISMidxdZoc,22,119,560.4090909090909,103.60504201680672,791.4125265562093,122.58491952759307
ew8U43IXTfk,44,200,423.6136363636364,93.195,346.2607540771111,107.2458249770125
tm7poMupE8k,62,212,383.1290322580645,112.04716981132076,500.2889643664004,145.38850893287915
